,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
14072,two years after,7,3,two years,122,0.057377049,after
682,do the,62,2,do,1081,0.057354302,the
4203,north america,16,2,north,279,0.05734767,america
3607,keep their,18,2,keep,314,0.057324841,their
8416,face a,9,2,face,157,0.057324841,a
7025,together a,11,2,together,192,0.057291667,a
7026,together the,11,2,together,192,0.057291667,the
5239,companies have,13,2,companies,227,0.057268722,have
5240,companies to,13,2,companies,227,0.057268722,to
5400,nearly two,13,2,nearly,227,0.057268722,two
5493,service to,13,2,service,227,0.057268722,to
4495,march the,15,2,march,262,0.057251908,the
11290,she said the,19,3,she said,332,0.057228916,the
419,if he,87,2,if,1522,0.057161629,he
1533,take on,34,2,take,595,0.057142857,on
11705,the last year,14,3,the last,245,0.057142857,year
12292,and he is,10,3,and he,175,0.057142857,is
10229,rate for,8,2,rate,140,0.057142857,for
14442,go to a,6,3,go to,105,0.057142857,a
949,school district,50,2,school,876,0.057077626,district
5370,ive had,13,2,ive,228,0.057017544,had
6363,almost a,11,2,almost,193,0.056994819,a
8870,safety of,9,2,safety,158,0.056962025,of
8947,store at,9,2,store,158,0.056962025,at
9255,woman in,9,2,woman,158,0.056962025,in
228,about a,130,2,about,2283,0.056942619,a
1679,play the,32,2,play,562,0.056939502,the
13424,across the nation,7,3,across the,123,0.056910569,nation
5776,budget and,12,2,budget,211,0.056872038,and
15776,end of the month,5,4,end of the,88,0.056818182,month
5374,late last,13,2,late,229,0.056768559,last
5393,minutes before,13,2,minutes,229,0.056768559,before
2977,later this,21,2,later,370,0.056756757,this
2490,here in,24,2,here,423,0.056737589,in
4087,away with,16,2,away,282,0.056737589,with
9471,art museum,8,2,art,141,0.056737589,museum
9472,art of,8,2,art,141,0.056737589,of
9772,hand and,8,2,hand,141,0.056737589,and
10783,wine and,8,2,wine,141,0.056737589,and
11184,to do so,22,3,to do,388,0.056701031,so
3851,getting the,17,2,getting,300,0.056666667,the
4390,care and,15,2,care,265,0.056603774,and
4623,thing that,15,2,thing,265,0.056603774,that
8265,bank and,9,2,bank,159,0.056603774,and
12869,to keep it,9,3,to keep,159,0.056603774,it
15005,theres a big,6,3,theres a,106,0.056603774,big
7243,available in,10,2,available,177,0.056497175,in
13879,said she would,7,3,said she,124,0.056451613,would
298,when it,110,2,when,1949,0.0564392,it
10973,one of those,36,3,one of,638,0.056426332,those
7095,women are,11,2,women,195,0.056410256,are
10296,scored for,8,2,scored,142,0.056338028,for
13208,said they had,8,3,said they,142,0.056338028,had
3806,call for,17,2,call,302,0.056291391,for
3807,call it,17,2,call,302,0.056291391,it
3808,call or,17,2,call,302,0.056291391,or
511,so many,76,2,so,1351,0.056254626,many
3612,look forward,18,2,look,320,0.05625,forward
8866,runs a,9,2,runs,160,0.05625,a
622,last season,66,2,last,1174,0.056218058,season
2472,every year,24,2,every,428,0.056074766,year
11874,a good job,12,3,a good,214,0.056074766,job
14384,enough to be,6,3,enough to,107,0.056074766,be
2390,show up,25,2,show,446,0.056053812,up
1597,thats not,33,2,thats,589,0.056027165,not
11651,if you can,14,3,if you,250,0.056,can
4490,line with,15,2,line,268,0.055970149,with
2610,few days,23,2,few,411,0.055961071,days
9602,control the,8,2,control,143,0.055944056,the
10337,single and,8,2,single,143,0.055944056,and
12731,number of people,9,3,number of,161,0.055900621,people
12773,said i have,9,3,said i,161,0.055900621,have
3203,program to,20,2,program,358,0.055865922,to
7356,event is,10,2,event,179,0.055865922,is
6513,financial crisis,11,2,financial,197,0.055837563,crisis
6766,party in,11,2,party,197,0.055837563,in
2114,second half,27,2,second,484,0.055785124,half
1167,even the,41,2,even,735,0.055782313,the
183,they have,157,2,they,2822,0.055634302,have
1437,work and,36,2,work,648,0.055555556,and
1438,work in,36,2,work,648,0.055555556,in
4172,information call,16,2,information,288,0.055555556,call
11827,the company had,13,3,the company,234,0.055555556,had
7221,anything that,10,2,anything,180,0.055555556,that
7766,someone else,10,2,someone,180,0.055555556,else
7767,someone to,10,2,someone,180,0.055555556,to
12459,that is a,10,3,that is,180,0.055555556,a
12460,that is not,10,3,that is,180,0.055555556,not
12461,that is the,10,3,that is,180,0.055555556,the
8340,club and,9,2,club,162,0.055555556,and
8341,club is,9,2,club,162,0.055555556,is
13265,the right side,8,3,the right,144,0.055555556,side
1596,take place,33,2,take,595,0.055462185,place
3304,area of,19,2,area,343,0.055393586,of
4397,college of,15,2,college,271,0.055350554,of
4570,sunday at,15,2,sunday,271,0.055350554,at
12575,and its a,9,3,and its,163,0.055214724,a
12867,to help with,9,3,to help,163,0.055214724,with
3825,early as,17,2,early,308,0.055194805,as
1853,these are,30,2,these,544,0.055147059,are
5137,why they,14,2,why,254,0.05511811,they
5143,working in,14,2,working,254,0.05511811,in
5249,country club,13,2,country,236,0.055084746,club
5625,weeks of,13,2,weeks,236,0.055084746,of
3420,set a,19,2,set,345,0.055072464,a
3421,set aside,19,2,set,345,0.055072464,aside
3730,used a,18,2,used,327,0.055045872,a
14880,that will allow,6,3,that will,109,0.055045872,allow
203,who is,146,2,who,2659,0.05490786,is
8464,gave a,9,2,gave,164,0.054878049,a
12591,be the most,9,3,be the,164,0.054878049,most
2382,place for,25,2,place,456,0.054824561,for
5762,become an,12,2,become,219,0.054794521,an
10390,summer in,8,2,summer,146,0.054794521,in
13118,it would have,8,3,it would,146,0.054794521,have
13372,who is a,8,3,who is,146,0.054794521,a
3412,put on,19,2,put,347,0.054755043,on
4373,asked him,15,2,asked,274,0.054744526,him
3934,road in,17,2,road,311,0.054662379,in
15167,when it came,6,3,when it,110,0.054545455,came
3802,board member,17,2,board,312,0.054487179,member
2759,business and,22,2,business,404,0.054455446,and
9580,clear the,8,2,clear,147,0.054421769,the
10399,talk of,8,2,talk,147,0.054421769,of
2620,here for,23,2,here,423,0.054373522,for
1685,thats why,32,2,thats,589,0.054329372,why
3821,department and,17,2,department,313,0.054313099,and
6279,west virginia,12,2,west,221,0.054298643,virginia
4960,once a,14,2,once,258,0.054263566,a
13488,at pm april,7,3,at pm,129,0.054263566,april
8528,history to,9,2,history,166,0.054216867,to
6675,makes you,11,2,makes,203,0.054187192,you
1066,only the,45,2,only,831,0.054151625,the
7242,attorney for,10,2,attorney,185,0.054054054,for
12546,you can get,10,3,you can,185,0.054054054,get
14533,in its first,6,3,in its,111,0.054054054,first
14694,of course but,6,3,of course,111,0.054054054,but
14695,of course is,6,3,of course,111,0.054054054,is
14696,of course there,6,3,of course,111,0.054054054,there
14835,since the first,6,3,since the,111,0.054054054,first
14836,since the s,6,3,since the,111,0.054054054,s
14972,the school board,6,3,the school,111,0.054054054,board
3325,days later,19,2,days,352,0.053977273,later
3476,today that,19,2,today,352,0.053977273,that
3477,today the,19,2,today,352,0.053977273,the
11743,and his family,13,3,and his,241,0.053941909,family
8323,career and,9,2,career,167,0.053892216,and
836,us to,55,2,us,1021,0.053868756,to
13420,about a mile,7,3,about a,130,0.053846154,mile
13723,is to be,7,3,is to,130,0.053846154,be
13737,its not the,7,3,its not,130,0.053846154,the
6116,shot at,12,2,shot,223,0.053811659,at
7462,hours a,10,2,hours,186,0.053763441,a
2240,second and,26,2,second,484,0.053719008,and
9607,costs in,8,2,costs,149,0.053691275,in
9988,loss and,8,2,loss,149,0.053691275,and
10682,turn it,8,2,turn,149,0.053691275,it
10683,turn to,8,2,turn,149,0.053691275,to
10796,works with,8,2,works,149,0.053691275,with
1005,school in,47,2,school,876,0.053652968,in
1406,home to,36,2,home,672,0.053571429,to
6303,worked as,12,2,worked,224,0.053571429,as
6304,worked at,12,2,worked,224,0.053571429,at
8409,everything in,9,2,everything,168,0.053571429,in
8410,everything is,9,2,everything,168,0.053571429,is
8476,guys on,9,2,guys,168,0.053571429,on
8656,level since,9,2,level,168,0.053571429,since
2811,money in,22,2,money,411,0.053527981,in
11844,there are many,13,3,there are,243,0.053497942,many
7700,process is,10,2,process,187,0.053475936,is
7701,process to,10,2,process,187,0.053475936,to
14067,to work in,7,3,to work,131,0.053435115,in
11364,want to do,18,3,want to,337,0.053412463,do
6781,portland police,11,2,portland,206,0.053398058,police
3427,students to,19,2,students,356,0.053370787,to
10227,race in,8,2,race,150,0.053333333,in
1055,city and,45,2,city,844,0.053317536,and
8686,meeting that,9,2,meeting,169,0.053254438,that
8766,officers found,9,2,officers,169,0.053254438,found
2644,lot more,23,2,lot,432,0.053240741,more
5132,wednesday and,14,2,wednesday,263,0.053231939,and
5133,wednesday in,14,2,wednesday,263,0.053231939,in
6986,thought to,11,2,thought,207,0.053140097,to
2642,long and,23,2,long,433,0.053117783,and
6050,playing at,12,2,playing,226,0.053097345,at
6051,playing with,12,2,playing,226,0.053097345,with
14300,based on their,6,3,based on,113,0.053097345,their
14645,may be the,6,3,may be,113,0.053097345,the
3207,run the,20,2,run,377,0.053050398,the
2987,night and,21,2,night,396,0.053030303,and
13449,and is now,7,3,and is,132,0.053030303,now
13847,out the door,7,3,out the,132,0.053030303,door
10,to be,1166,2,to,21993,0.053016869,be
4429,give it,15,2,give,283,0.053003534,it
871,over a,53,2,over,1000,0.053,a
4100,call the,16,2,call,302,0.052980132,the
10151,paid to,8,2,paid,151,0.052980132,to
13153,of its own,8,3,of its,151,0.052980132,own
517,can do,75,2,can,1416,0.052966102,do
2419,told her,25,2,told,472,0.052966102,her
1058,how many,45,2,how,850,0.052941176,many
12683,in their s,9,3,in their,170,0.052941176,s
6456,coming up,11,2,coming,208,0.052884615,up
5798,companies in,12,2,companies,227,0.052863436,in
694,like that,62,2,like,1173,0.052855925,that
657,time and,64,2,time,1212,0.052805281,and
3177,law and,20,2,law,380,0.052631579,and
3725,took over,18,2,took,342,0.052631579,over
4105,children in,16,2,children,304,0.052631579,in
5827,doing that,12,2,doing,228,0.052631579,that
5845,feel the,12,2,feel,228,0.052631579,the
5941,ive always,12,2,ive,228,0.052631579,always
10253,residents are,8,2,residents,152,0.052631579,are
10254,residents to,8,2,residents,152,0.052631579,to
14478,he would not,6,3,he would,114,0.052631579,not
369,up a,95,2,up,1807,0.052573326,a
3915,open a,17,2,open,324,0.052469136,a
2786,house in,22,2,house,420,0.052380952,in
6565,having the,11,2,having,210,0.052380952,the
6697,mr obama,11,2,mr,210,0.052380952,obama
7593,move the,10,2,move,191,0.052356021,the
12494,the time he,10,3,the time,191,0.052356021,he
12495,the time to,10,3,the time,191,0.052356021,to
10223,quarter the,8,2,quarter,153,0.052287582,the
3225,th in,20,2,th,383,0.052219321,in
11776,i was just,13,3,i was,249,0.052208835,just
3657,set in,18,2,set,345,0.052173913,in
12022,the second round,12,3,the second,230,0.052173913,round
14361,department of justice,6,3,department of,115,0.052173913,justice
1642,down and,32,2,down,614,0.052117264,and
4316,tuesday that,16,2,tuesday,307,0.052117264,that
4984,played with,14,2,played,269,0.05204461,with
496,which was,78,2,which,1499,0.05203469,was
8653,let it,9,2,let,173,0.052023121,it
8654,let us,9,2,let,173,0.052023121,us
8655,let you,9,2,let,173,0.052023121,you
8705,name is,9,2,name,173,0.052023121,is
5406,news of,13,2,news,250,0.052,of
5407,news release,13,2,news,250,0.052,release
11777,if you are,13,3,if you,250,0.052,are
4011,used by,17,2,used,327,0.051987768,by
10224,question the,8,2,question,154,0.051948052,the
3409,point to,19,2,point,366,0.051912568,to
6815,sales and,11,2,sales,212,0.051886792,and
3729,use it,18,2,use,347,0.051873199,it
3736,went for,18,2,went,347,0.051873199,for
2323,best of,25,2,best,482,0.05186722,of
14104,who has a,7,3,who has,135,0.051851852,a
7175,almost as,10,2,almost,193,0.051813472,as
7541,kids in,10,2,kids,193,0.051813472,in
12478,the game the,10,3,the game,193,0.051813472,the
5456,power and,13,2,power,251,0.051792829,and
5457,power plant,13,2,power,251,0.051792829,plant
4111,community college,16,2,community,309,0.051779935,college
8365,defense lawyers,9,2,defense,174,0.051724138,lawyers
9223,weve seen,9,2,weve,174,0.051724138,seen
14759,people who dont,6,3,people who,116,0.051724138,dont
14760,people who want,6,3,people who,116,0.051724138,want
5021,sunday night,14,2,sunday,271,0.051660517,night
5094,thursday that,14,2,thursday,271,0.051660517,that
6437,campaign for,11,2,campaign,213,0.051643192,for
5576,theyre going,13,2,theyre,252,0.051587302,going
11161,to get to,23,3,to get,446,0.051569507,to
11253,to do a,20,3,to do,388,0.051546392,a
11254,to do the,20,3,to do,388,0.051546392,the
7678,outside a,10,2,outside,194,0.051546392,a
1359,police department,37,2,police,718,0.051532033,department
1360,police officer,37,2,police,718,0.051532033,officer
2159,want the,27,2,want,524,0.051526718,the
6289,white sox,12,2,white,233,0.051502146,sox
11273,have to get,19,3,have to,369,0.051490515,get
13520,but i also,7,3,but i,136,0.051470588,also
13957,the national weather,7,3,the national,136,0.051470588,weather
10872,to be the,60,3,to be,1166,0.051457976,the
12572,and he said,9,3,and he,175,0.051428571,said
2769,every time,22,2,every,428,0.051401869,time
1067,school and,45,2,school,876,0.051369863,and
2527,really good,24,2,really,468,0.051282051,good
5877,half and,12,2,half,234,0.051282051,and
8056,women in,10,2,women,195,0.051282051,in
12351,he had been,10,3,he had,195,0.051282051,been
9586,committee chairman,8,2,committee,156,0.051282051,chairman
9739,front door,8,2,front,156,0.051282051,door
9915,issues in,8,2,issues,156,0.051282051,in
9916,issues of,8,2,issues,156,0.051282051,of
13227,that they had,8,3,that they,156,0.051282051,had
13228,that they have,8,3,that they,156,0.051282051,have
13359,way to get,8,3,way to,156,0.051282051,get
14252,and we need,6,3,and we,117,0.051282051,need
14253,and we will,6,3,and we,117,0.051282051,will
1494,way of,35,2,way,683,0.05124451,of
5637,why i,13,2,why,254,0.051181102,i
6465,council meeting,11,2,council,215,0.051162791,meeting
6466,council president,11,2,council,215,0.051162791,president
12580,around the country,9,3,around the,176,0.051136364,country
592,so far,69,2,so,1351,0.051073279,far
12037,to take on,12,3,to take,235,0.05106383,on
12516,to go into,10,3,to go,196,0.051020408,into
2210,hes got,26,2,hes,510,0.050980392,got
2466,company has,24,2,company,471,0.050955414,has
10360,spring and,8,2,spring,157,0.050955414,and
10368,starting lineup,8,2,starting,157,0.050955414,lineup
13273,the two sides,8,3,the two,157,0.050955414,sides
4828,far away,14,2,far,275,0.050909091,away
11723,to have an,14,3,to have,275,0.050909091,an
1919,see if,29,2,see,570,0.050877193,if
2568,told police,24,2,told,472,0.050847458,police
4500,monday and,15,2,monday,295,0.050847458,and
9241,wife of,9,2,wife,177,0.050847458,of
12684,in this years,9,3,in this,177,0.050847458,years
5182,already in,13,2,already,256,0.05078125,in
221,who has,135,2,who,2659,0.050770967,has
7279,california and,10,2,california,197,0.050761421,and
77,at least,272,2,at,5365,0.050698975,least
12244,they were in,11,3,they were,217,0.050691244,in
5972,love it,12,2,love,237,0.050632911,it
5973,love of,12,2,love,237,0.050632911,of
2235,public safety,26,2,public,514,0.050583658,safety
11349,that he is,18,3,that he,356,0.050561798,is
11434,want to make,17,3,want to,337,0.050445104,make
993,because i,47,2,because,932,0.050429185,i
444,would not,84,2,would,1666,0.050420168,not
5979,market is,12,2,market,238,0.050420168,is
14434,get a little,6,3,get a,119,0.050420168,little
133,i dont,189,2,i,3753,0.050359712,dont
13743,last week that,7,3,last week,139,0.050359712,that
13744,last week the,7,3,last week,139,0.050359712,the
1343,even more,37,2,even,735,0.050340136,more
