,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
1540,of school,16,2,of,3840,0.004166667,school
1541,of these,16,2,of,3840,0.004166667,these
546,to bed,35,2,to,8421,0.004156276,bed
1365,for dinner,17,2,for,4096,0.004150391,dinner
1366,for next,17,2,for,4096,0.004150391,next
1972,it at,13,2,it,3139,0.004141446,at
1973,it if,13,2,it,3139,0.004141446,if
1974,it now,13,2,it,3139,0.004141446,now
1975,it right,13,2,it,3139,0.004141446,right
1976,it takes,13,2,it,3139,0.004141446,takes
1174,and dont,19,2,and,4687,0.004053766,dont
1175,and make,19,2,and,4687,0.004053766,make
1176,and thanks,19,2,and,4687,0.004053766,thanks
564,to buy,34,2,to,8421,0.004037525,buy
2788,that and,10,2,that,2488,0.004019293,and
2789,that doesnt,10,2,that,2488,0.004019293,doesnt
2790,that there,10,2,that,2488,0.004019293,there
944,you back,23,2,you,5740,0.004006969,back
945,you would,23,2,you,5740,0.004006969,would
1509,in dc,16,2,in,4007,0.003993012,dc
1510,in one,16,2,in,4007,0.003993012,one
1511,in town,16,2,in,4007,0.003993012,town
460,the past,39,2,the,9784,0.0039861,past
461,the whole,39,2,the,9784,0.0039861,whole
776,a week,26,2,a,6533,0.003979795,week
3339,be available,8,2,be,2025,0.003950617,available
3340,be just,8,2,be,2025,0.003950617,just
3341,be out,8,2,be,2025,0.003950617,out
3342,be part,8,2,be,2025,0.003950617,part
2203,my bad,12,2,my,3053,0.00393056,bad
2204,my bed,12,2,my,3053,0.00393056,bed
2205,my followers,12,2,my,3053,0.00393056,followers
2206,my man,12,2,my,3053,0.00393056,man
2207,my room,12,2,my,3053,0.00393056,room
1638,is back,15,2,is,3826,0.003920544,back
1639,is making,15,2,is,3826,0.003920544,making
1495,for her,16,2,for,4096,0.00390625,her
1496,for real,16,2,for,4096,0.00390625,real
1657,of work,15,2,of,3840,0.00390625,work
481,the th,38,2,the,9784,0.003883892,th
2484,on youtube,11,2,on,2857,0.003850193,youtube
1266,and go,18,2,and,4687,0.00384041,go
1267,and to,18,2,and,4687,0.00384041,to
815,a huge,25,2,a,6533,0.003826726,huge
2182,it can,12,2,it,3139,0.003822874,can
2183,it could,12,2,it,3139,0.003822874,could
2184,it down,12,2,it,3139,0.003822874,down
2185,it off,12,2,it,3139,0.003822874,off
694,i mean,29,2,i,7617,0.003807273,mean
1636,in san,15,2,in,4007,0.003743449,san
1637,in their,15,2,in,4007,0.003743449,their
3501,me cry,8,2,me,2141,0.003736572,cry
3502,me it,8,2,me,2141,0.003736572,it
3503,me why,8,2,me,2141,0.003736572,why
634,to use,31,2,to,8421,0.003681273,use
729,i wonder,28,2,i,7617,0.003675988,wonder
857,a year,24,2,a,6533,0.003673657,year
1617,for him,15,2,for,4096,0.003662109,him
1618,for his,15,2,for,4096,0.003662109,his
1798,is at,14,2,is,3826,0.003659174,at
1799,is better,14,2,is,3826,0.003659174,better
1800,is right,14,2,is,3826,0.003659174,right
1801,is very,14,2,is,3826,0.003659174,very
1802,is wrong,14,2,is,3826,0.003659174,wrong
1080,you doing,21,2,you,5740,0.003658537,doing
1081,you mean,21,2,you,5740,0.003658537,mean
1082,you up,21,2,you,5740,0.003658537,up
1837,of what,14,2,of,3840,0.003645833,what
1347,and enjoy,17,2,and,4687,0.003627054,enjoy
1348,and he,17,2,and,4687,0.003627054,he
1349,and is,17,2,and,4687,0.003627054,is
1350,and that,17,2,and,4687,0.003627054,that
1351,and what,17,2,and,4687,0.003627054,what
3164,that has,9,2,that,2488,0.003617363,has
3165,that ill,9,2,that,2488,0.003617363,ill
3166,that in,9,2,that,2488,0.003617363,in
3167,that its,9,2,that,2488,0.003617363,its
3168,that lol,9,2,that,2488,0.003617363,lol
3169,that u,9,2,that,2488,0.003617363,u
3170,that youre,9,2,that,2488,0.003617363,youre
2470,my daughter,11,2,my,3053,0.003603013,daughter
2471,my little,11,2,my,3053,0.003603013,little
2472,my son,11,2,my,3053,0.003603013,son
2473,my wife,11,2,my,3053,0.003603013,wife
669,to check,30,2,to,8421,0.003562522,check
670,to for,30,2,to,8421,0.003562522,for
671,to that,30,2,to,8421,0.003562522,that
746,i remember,27,2,i,7617,0.003544703,remember
2434,it again,11,2,it,3139,0.003504301,again
2435,it better,11,2,it,3139,0.003504301,better
2436,it comes,11,2,it,3139,0.003504301,comes
2437,it like,11,2,it,3139,0.003504301,like
2438,it you,11,2,it,3139,0.003504301,you
2739,on fb,10,2,on,2857,0.003500175,fb
2740,on fire,10,2,on,2857,0.003500175,fire
2741,on in,10,2,on,2857,0.003500175,in
2742,on itunes,10,2,on,2857,0.003500175,itunes
2743,on new,10,2,on,2857,0.003500175,new
2744,on sale,10,2,on,2857,0.003500175,sale
2745,on tonight,10,2,on,2857,0.003500175,tonight
1795,in boston,14,2,in,4007,0.003493886,boston
1796,in on,14,2,in,4007,0.003493886,on
1161,you been,20,2,you,5740,0.003484321,been
1162,you didnt,20,2,you,5740,0.003484321,didnt
1163,you say,20,2,you,5740,0.003484321,say
1164,you there,20,2,you,5740,0.003484321,there
563,the word,34,2,the,9784,0.003475061,word
711,to eat,29,2,to,8421,0.003443772,eat
712,to tell,29,2,to,8421,0.003443772,tell
1767,for lunch,14,2,for,4096,0.003417969,lunch
1768,for their,14,2,for,4096,0.003417969,their
1769,for years,14,2,for,4096,0.003417969,years
1473,and how,16,2,and,4687,0.003413697,how
1474,and in,16,2,and,4687,0.003413697,in
783,i havent,26,2,i,7617,0.003413417,havent
784,i look,26,2,i,7617,0.003413417,look
1970,is how,13,2,is,3826,0.003397804,how
1971,is more,13,2,is,3826,0.003397804,more
2002,of u,13,2,of,3840,0.003385417,u
587,the people,33,2,the,9784,0.003372854,people
947,a chance,22,2,a,6533,0.003367519,chance
948,a girl,22,2,a,6533,0.003367519,girl
949,a happy,22,2,a,6533,0.003367519,happy
950,a wonderful,22,2,a,6533,0.003367519,wonderful
1257,you come,19,2,you,5740,0.003310105,come
1258,you please,19,2,you,5740,0.003310105,please
827,i believe,25,2,i,7617,0.003282132,believe
828,i bet,25,2,i,7617,0.003282132,bet
829,i knew,25,2,i,7617,0.003282132,knew
830,i say,25,2,i,7617,0.003282132,say
831,i wont,25,2,i,7617,0.003282132,wont
2722,my boy,10,2,my,3053,0.003275467,boy
2723,my brain,10,2,my,3053,0.003275467,brain
2724,my old,10,2,my,3053,0.003275467,old
1965,in all,13,2,in,4007,0.003244322,all
1966,in her,13,2,in,4007,0.003244322,her
1967,in new,13,2,in,4007,0.003244322,new
1968,in school,13,2,in,4007,0.003244322,school
1969,in seattle,13,2,in,4007,0.003244322,seattle
3626,that guy,8,2,that,2488,0.003215434,guy
3627,that happen,8,2,that,2488,0.003215434,happen
3628,that have,8,2,that,2488,0.003215434,have
3629,that last,8,2,that,2488,0.003215434,last
3630,that movie,8,2,that,2488,0.003215434,movie
3631,that much,8,2,that,2488,0.003215434,much
3632,that on,8,2,that,2488,0.003215434,on
3633,that right,8,2,that,2488,0.003215434,right
3634,that someone,8,2,that,2488,0.003215434,someone
3635,that your,8,2,that,2488,0.003215434,your
1015,a blast,21,2,a,6533,0.00321445,blast
1016,a dream,21,2,a,6533,0.00321445,dream
1017,a movie,21,2,a,6533,0.00321445,movie
1018,a small,21,2,a,6533,0.00321445,small
1599,and be,15,2,and,4687,0.003200341,be
1600,and his,15,2,and,4687,0.003200341,his
1601,and let,15,2,and,4687,0.003200341,let
1602,and she,15,2,and,4687,0.003200341,she
1603,and this,15,2,and,4687,0.003200341,this
1604,and well,15,2,and,4687,0.003200341,well
2686,it going,10,2,it,3139,0.003185728,going
2687,it im,10,2,it,3139,0.003185728,im
2688,it or,10,2,it,3139,0.003185728,or
2689,it too,10,2,it,3139,0.003185728,too
2690,it were,10,2,it,3139,0.003185728,were
1941,for coming,13,2,for,4096,0.003173828,coming
1942,for work,13,2,for,4096,0.003173828,work
872,i actually,24,2,i,7617,0.003150847,actually
873,i gotta,24,2,i,7617,0.003150847,gotta
874,i hear,24,2,i,7617,0.003150847,hear
875,i went,24,2,i,7617,0.003150847,went
3110,on an,9,2,on,2857,0.003150158,an
3111,on getting,9,2,on,2857,0.003150158,getting
3112,on there,9,2,on,2857,0.003150158,there
3113,on top,9,2,on,2857,0.003150158,top
2180,is too,12,2,is,3826,0.003136435,too
1341,you never,18,2,you,5740,0.003135889,never
2214,of how,12,2,of,3840,0.003125,how
2215,of things,12,2,of,3840,0.003125,things
2216,of wine,12,2,of,3840,0.003125,wine
807,to put,26,2,to,8421,0.003087519,put
1084,a game,20,2,a,6533,0.003061381,game
1085,a song,20,2,a,6533,0.003061381,song
1086,a time,20,2,a,6533,0.003061381,time
915,i told,23,2,i,7617,0.003019562,told
2178,in time,12,2,in,4007,0.002994759,time
2179,in years,12,2,in,4007,0.002994759,years
1734,and for,14,2,and,4687,0.002986985,for
1735,and just,14,2,and,4687,0.002986985,just
1736,and so,14,2,and,4687,0.002986985,so
848,to move,25,2,to,8421,0.002968769,move
706,the future,29,2,the,9784,0.002964023,future
707,the weekend,29,2,the,9784,0.002964023,weekend
1462,you havent,17,2,you,5740,0.002961672,havent
1463,you out,17,2,you,5740,0.002961672,out
1464,you you,17,2,you,5740,0.002961672,you
3084,my back,9,2,my,3053,0.00294792,back
3085,my body,9,2,my,3053,0.00294792,body
3086,my boyfriend,9,2,my,3053,0.00294792,boyfriend
3087,my dear,9,2,my,3053,0.00294792,dear
3088,my girlfriend,9,2,my,3053,0.00294792,girlfriend
3089,my list,9,2,my,3053,0.00294792,list
3090,my stomach,9,2,my,3053,0.00294792,stomach
2141,for and,12,2,for,4096,0.002929688,and
2142,for hours,12,2,for,4096,0.002929688,hours
2143,for one,12,2,for,4096,0.002929688,one
2144,for those,12,2,for,4096,0.002929688,those
2145,for u,12,2,for,4096,0.002929688,u
1165,a bad,19,2,a,6533,0.002908312,bad
1166,a bitch,19,2,a,6533,0.002908312,bitch
1167,a fun,19,2,a,6533,0.002908312,fun
1168,a problem,19,2,a,6533,0.002908312,problem
1169,a reason,19,2,a,6533,0.002908312,reason
1170,a true,19,2,a,6533,0.002908312,TRUE
969,i said,22,2,i,7617,0.002888276,said
2431,is crazy,11,2,is,3826,0.002875065,crazy
2432,is doing,11,2,is,3826,0.002875065,doing
2433,is when,11,2,is,3826,0.002875065,when
3042,it goes,9,2,it,3139,0.002867155,goes
3043,it happens,9,2,it,3139,0.002867155,happens
3044,it isnt,9,2,it,3139,0.002867155,isnt
3045,it sounds,9,2,it,3139,0.002867155,sounds
3046,it took,9,2,it,3139,0.002867155,took
3047,it wasnt,9,2,it,3139,0.002867155,wasnt
3048,it wont,9,2,it,3139,0.002867155,wont
2479,of coffee,11,2,of,3840,0.002864583,coffee
2480,of fun,11,2,of,3840,0.002864583,fun
2481,of life,11,2,of,3840,0.002864583,life
738,the rest,28,2,the,9784,0.002861815,rest
892,to live,24,2,to,8421,0.002850018,live
3548,on all,8,2,on,2857,0.00280014,all
3549,on at,8,2,on,2857,0.00280014,at
3550,on by,8,2,on,2857,0.00280014,by
3551,on may,8,2,on,2857,0.00280014,may
3552,on one,8,2,on,2857,0.00280014,one
3553,on stage,8,2,on,2857,0.00280014,stage
3554,on thursday,8,2,on,2857,0.00280014,thursday
1587,you follow,16,2,you,5740,0.002787456,follow
1588,you might,16,2,you,5740,0.002787456,might
1915,and friends,13,2,and,4687,0.002773629,friends
1916,and her,13,2,and,4687,0.002773629,her
1917,and most,13,2,and,4687,0.002773629,most
1918,and there,13,2,and,4687,0.002773629,there
1919,and when,13,2,and,4687,0.002773629,when
766,the hell,27,2,the,9784,0.002759608,hell
767,the worst,27,2,the,9784,0.002759608,worst
768,the year,27,2,the,9784,0.002759608,year
1036,i live,21,2,i,7617,0.002756991,live
1037,i made,21,2,i,7617,0.002756991,made
1038,i missed,21,2,i,7617,0.002756991,missed
2426,in class,11,2,in,4007,0.002745196,class
2427,in full,11,2,in,4007,0.002745196,full
2428,in some,11,2,in,4007,0.002745196,some
2429,in vegas,11,2,in,4007,0.002745196,vegas
2430,in you,11,2,in,4007,0.002745196,you
938,to everyone,23,2,to,8421,0.002731267,everyone
939,to learn,23,2,to,8421,0.002731267,learn
940,to let,23,2,to,8421,0.002731267,let
2382,for another,11,2,for,4096,0.002685547,another
2383,for making,11,2,for,4096,0.002685547,making
800,the office,26,2,the,9784,0.0026574,office
801,the sun,26,2,the,9784,0.0026574,sun
1109,i may,20,2,i,7617,0.002625706,may
3515,my dreams,8,2,my,3053,0.002620373,dreams
3516,my email,8,2,my,3053,0.002620373,email
3517,my feet,8,2,my,3053,0.002620373,feet
3518,my kids,8,2,my,3053,0.002620373,kids
3519,my laptop,8,2,my,3053,0.002620373,laptop
3520,my love,8,2,my,3053,0.002620373,love
3521,my music,8,2,my,3053,0.002620373,music
3522,my whole,8,2,my,3053,0.002620373,whole
2682,is being,10,2,is,3826,0.002613696,being
2683,is never,10,2,is,3826,0.002613696,never
2684,is playing,10,2,is,3826,0.002613696,playing
2685,is such,10,2,is,3826,0.002613696,such
1717,you again,15,2,you,5740,0.00261324,again
1718,you better,15,2,you,5740,0.00261324,better
1719,you call,15,2,you,5740,0.00261324,call
1720,you may,15,2,you,5740,0.00261324,may
1721,you not,15,2,you,5740,0.00261324,not
1002,to ask,22,2,to,8421,0.002612516,ask
1003,to call,22,2,to,8421,0.002612516,call
1004,to it,22,2,to,8421,0.002612516,it
1005,to love,22,2,to,8421,0.002612516,love
1006,to school,22,2,to,8421,0.002612516,school
1007,to stop,22,2,to,8421,0.002612516,stop
2734,of being,10,2,of,3840,0.002604167,being
2735,of sleep,10,2,of,3840,0.002604167,sleep
1343,a bunch,17,2,a,6533,0.002602174,bunch
1344,a nap,17,2,a,6533,0.002602174,nap
1345,a place,17,2,a,6533,0.002602174,place
2099,and check,12,2,and,4687,0.002560273,check
2100,and had,12,2,and,4687,0.002560273,had
2101,and say,12,2,and,4687,0.002560273,say
2102,and still,12,2,and,4687,0.002560273,still
2103,and thats,12,2,and,4687,0.002560273,thats
2104,and why,12,2,and,4687,0.002560273,why
846,the heat,25,2,the,9784,0.002555192,heat
3463,it always,8,2,it,3139,0.002548582,always
3464,it go,8,2,it,3139,0.002548582,go
3465,it got,8,2,it,3139,0.002548582,got
3466,it happen,8,2,it,3139,0.002548582,happen
3467,it might,8,2,it,3139,0.002548582,might
3468,it must,8,2,it,3139,0.002548582,must
2680,in july,10,2,in,4007,0.002495633,july
2681,in minutes,10,2,in,4007,0.002495633,minutes
1210,i couldnt,19,2,i,7617,0.00249442,couldnt
1211,i only,19,2,i,7617,0.00249442,only
1072,to read,21,2,to,8421,0.002493766,read
1073,to stay,21,2,to,8421,0.002493766,stay
890,the st,24,2,the,9784,0.002452984,st
1467,a fan,16,2,a,6533,0.002449105,fan
1468,a pic,16,2,a,6533,0.002449105,pic
1469,a really,16,2,a,6533,0.002449105,really
1470,a tweet,16,2,a,6533,0.002449105,tweet
2630,for good,10,2,for,4096,0.002441406,good
2631,for no,10,2,for,4096,0.002441406,no
2632,for someone,10,2,for,4096,0.002441406,someone
1901,you from,14,2,you,5740,0.002439024,from
1902,you must,14,2,you,5740,0.002439024,must
1903,you two,14,2,you,5740,0.002439024,two
1144,to finish,20,2,to,8421,0.002375015,finish
1145,to show,20,2,to,8421,0.002375015,show
1146,to think,20,2,to,8421,0.002375015,think
1147,to this,20,2,to,8421,0.002375015,this
1148,to write,20,2,to,8421,0.002375015,write
3037,is free,9,2,is,3826,0.002352326,free
3038,is hard,9,2,is,3826,0.002352326,hard
3039,is having,9,2,is,3826,0.002352326,having
3040,is our,9,2,is,3826,0.002352326,our
3041,is ready,9,2,is,3826,0.002352326,ready
934,the fuck,23,2,the,9784,0.002350777,fuck
935,the good,23,2,the,9784,0.002350777,good
936,the house,23,2,the,9784,0.002350777,house
2341,and are,11,2,and,4687,0.002346917,are
2342,and cant,11,2,and,4687,0.002346917,cant
2343,and love,11,2,and,4687,0.002346917,love
2344,and their,11,2,and,4687,0.002346917,their
2345,and yes,11,2,and,4687,0.002346917,yes
3102,of her,9,2,of,3840,0.00234375,her
3103,of i,9,2,of,3840,0.00234375,i
3104,of love,9,2,of,3840,0.00234375,love
3105,of mine,9,2,of,3840,0.00234375,mine
3106,of new,9,2,of,3840,0.00234375,new
3107,of success,9,2,of,3840,0.00234375,success
1590,a drink,15,2,a,6533,0.002296036,drink
1591,a second,15,2,a,6533,0.002296036,second
1592,a show,15,2,a,6533,0.002296036,show
1593,a special,15,2,a,6533,0.002296036,special
1594,a way,15,2,a,6533,0.002296036,way
2081,you did,13,2,you,5740,0.002264808,did
2082,you enjoyed,13,2,you,5740,0.002264808,enjoyed
2083,you how,13,2,you,5740,0.002264808,how
2084,you more,13,2,you,5740,0.002264808,more
2085,you my,13,2,you,5740,0.002264808,my
2086,you really,13,2,you,5740,0.002264808,really
2087,you tell,13,2,you,5740,0.002264808,tell
2088,you that,13,2,you,5740,0.002264808,that
2089,you we,13,2,you,5740,0.002264808,we
2090,you with,13,2,you,5740,0.002264808,with
2091,you wont,13,2,you,5740,0.002264808,wont
1245,to leave,19,2,to,8421,0.002256264,leave
1246,to not,19,2,to,8421,0.002256264,not
1247,to send,19,2,to,8421,0.002256264,send
1248,to try,19,2,to,8421,0.002256264,try
1249,to tweet,19,2,to,8421,0.002256264,tweet
1001,the shit,22,2,the,9784,0.002248569,shit
3032,in austin,9,2,in,4007,0.002246069,austin
3033,in case,9,2,in,4007,0.002246069,case
3034,in london,9,2,in,4007,0.002246069,london
3035,in mind,9,2,in,4007,0.002246069,mind
3036,in philly,9,2,in,4007,0.002246069,philly
1378,i aint,17,2,i,7617,0.00223185,aint
1379,i also,17,2,i,7617,0.00223185,also
1380,i find,17,2,i,7617,0.00223185,find
1381,i found,17,2,i,7617,0.00223185,found
1382,i use,17,2,i,7617,0.00223185,use
1383,i wouldnt,17,2,i,7617,0.00223185,wouldnt
2965,for days,9,2,for,4096,0.002197266,days
2966,for helping,9,2,for,4096,0.002197266,helping
2967,for tonight,9,2,for,4096,0.002197266,tonight
2968,for what,9,2,for,4096,0.002197266,what
1065,the city,21,2,the,9784,0.002146361,city
1066,the great,21,2,the,9784,0.002146361,great
1067,the gym,21,2,the,9784,0.002146361,gym
1068,the more,21,2,the,9784,0.002146361,more
1069,the night,21,2,the,9784,0.002146361,night
1070,the support,21,2,the,9784,0.002146361,support
1725,a break,14,2,a,6533,0.002142966,break
1726,a guy,14,2,a,6533,0.002142966,guy
1727,a job,14,2,a,6533,0.002142966,job
1728,a person,14,2,a,6533,0.002142966,person
1729,a thing,14,2,a,6533,0.002142966,thing
1730,a twitter,14,2,a,6533,0.002142966,twitter
1327,to change,18,2,to,8421,0.002137513,change
1328,to end,18,2,to,8421,0.002137513,end
2591,and follow,10,2,and,4687,0.002133561,follow
2592,and only,10,2,and,4687,0.002133561,only
1506,i heard,16,2,i,7617,0.002100565,heard
1507,i wanted,16,2,i,7617,0.002100565,wanted
3456,is almost,8,2,is,3826,0.002090957,almost
3457,is dead,8,2,is,3826,0.002090957,dead
3458,is much,8,2,is,3826,0.002090957,much
3459,is national,8,2,is,3826,0.002090957,national
3460,is officially,8,2,is,3826,0.002090957,officially
3461,is perfect,8,2,is,3826,0.002090957,perfect
3462,is you,8,2,is,3826,0.002090957,you
2320,you aint,12,2,you,5740,0.002090592,aint
2321,you an,12,2,you,5740,0.002090592,an
2322,you as,12,2,you,5740,0.002090592,as
2323,you its,12,2,you,5740,0.002090592,its
